2	naive	3
2	fc	3
4	naive	3
4	fc	4
8	naive	3
8	fc	4
16	naive	3
16	fc	3
32	naive	4
32	fc	4
64	naive	4
64	fc	4
128	naive	4
128	fc	4
256	naive	5
256	fc	5
512	naive	6
512	fc	5
1024	naive	8
1024	fc	7
2048	naive	23
2048	fc	17
4096	naive	10
4096	fc	8
8192	naive	14
8192	fc	10
16384	naive	15
16384	fc	10
32768	naive	17
32768	fc	10
65536	naive	22
65536	fc	10
131072	naive	24
131072	fc	11
262144	naive	30
262144	fc	12
524288	naive	50
524288	fc	20
